diagrp,Cause,jobcode,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
132,Pulmonary fibrosis,1440,"Plumbers, Heating & Ventilating Engineers & Related Trades",21,26.68,79,49,120,28.01,75,46,115
132,Pulmonary fibrosis,1450,Sheet Metal Workers,2,4.55,44,5,159,4.77,42,5,151
132,Pulmonary fibrosis,1460,"Metal Plate Workers, Shipwrights, Riveters",2,3.06,65,8,236,3.18,63,8,227
132,Pulmonary fibrosis,1470,Steel Erectors,2,2.78,72,9,260,2.94,68,8,246
132,Pulmonary fibrosis,1480,"Scaffolders, Stagers, Steeplejacks, Riggers",5,5.26,95,31,222,5.56,90,29,210
132,Pulmonary fibrosis,1490,Welding Trades,14,15.65,89,49,150,16.00,87,48,147
132,Pulmonary fibrosis,1510,Jewellery workers,1,1.10,91,3,507,1.16,86,3,479
132,Pulmonary fibrosis,1530,Coach & Vehicle Body Builders,6,3.57,168,62,366,3.78,159,58,345
132,Pulmonary fibrosis,1540,"Oilers, Greasers, Lubricators",15,13.41,112,63,185,14.19,106,59,174
132,Pulmonary fibrosis,1580,Coach Painters,1,1.47,68,2,380,1.54,65,2,362
132,Pulmonary fibrosis,1600,Painters & Decorators,27,35.35,76,50,111,35.85,75,50,110
132,Pulmonary fibrosis,1610,Assemblers/Lineworkers (electrical/electronic goods),2,2.25,89,11,320,2.37,84,10,304
132,Pulmonary fibrosis,1630,Assemblers/Lineworkers (vehicles & other metal goods),13,5.57,233,124,399,5.87,222,118,379
132,Pulmonary fibrosis,1640,"Packers, Sorters and Testers",19,14.63,130,78,203,15.16,125,75,196
132,Pulmonary fibrosis,1650,"Bricklayers, Masons",8,15.16,53,23,104,15.36,52,22,103
132,Pulmonary fibrosis,1670,Plasterers,15,9.02,166,93,274,9.09,165,92,272
132,Pulmonary fibrosis,1680,Roofers and Glaziers,14,11.36,123,67,207,11.40,123,67,206
132,Pulmonary fibrosis,1700,Rail Construction & Maintenance Workers,0,1.24,0,0,298,1.31,0,0,282
132,Pulmonary fibrosis,1710,Road Construction Workers and Paviors,3,5.30,57,12,166,5.57,54,11,157
132,Pulmonary fibrosis,1720,Sewage plant attendants,2,1.23,162,19,586,1.30,154,18,554
132,Pulmonary fibrosis,1740,Other Construction Workers,93,115.17,81,65,99,117.49,79,64,97
132,Pulmonary fibrosis,1760,Mine (excluding coal) & Quarry Workers,1,1.92,52,2,291,2.05,49,1,272
132,Pulmonary fibrosis,1781,Rail transport operatives,9,4.74,190,87,360,5.04,179,82,339
132,Pulmonary fibrosis,1800,Railway engine drivers,3,2.10,143,29,417,2.23,134,28,392
132,Pulmonary fibrosis,1820,Bus & Coach Drivers,32,20.96,153,104,215,21.48,149,102,210
132,Pulmonary fibrosis,1830,Lorry drivers,88,93.71,94,75,116,96.02,92,74,113
132,Pulmonary fibrosis,1840,Other motor drivers,20,26.20,76,47,118,26.56,75,46,116
132,Pulmonary fibrosis,1860,Mechanical Plant Drivers & Operatives (earth moving & civil engineering),6,7.65,78,29,171,7.88,76,28,166
132,Pulmonary fibrosis,1870,Crane Drivers,3,3.87,77,16,226,4.14,72,15,212
132,Pulmonary fibrosis,1880,Fork Lift & Mechanical Truck Drivers,11,13.38,82,41,147,14.07,78,39,140
132,Pulmonary fibrosis,1900,Storekeepers & warehousemen/women,33,36.32,91,63,128,37.16,89,61,125
132,Pulmonary fibrosis,1910,Dockers and Goods Porters,4,3.53,113,31,290,3.67,109,30,279
132,Pulmonary fibrosis,1920,Refuse & Salvage Collectors,4,6.71,60,16,153,6.87,58,16,149
132,Pulmonary fibrosis,1940,"Electrical, Energy, Boiler & Related Plant Operatives & Attendants",2,1.90,105,13,379,2.05,98,12,353
132,Pulmonary fibrosis,1950,Beauticians & related occupations,0,0.33,0,0,1127,0.33,0,0,1132
132,Pulmonary fibrosis,1960,Other crafts,3,3.05,98,20,288,3.26,92,19,269
132,Pulmonary fibrosis,1970,Other transport and machine operatives,0,2.52,0,0,146,2.72,0,0,136
132,Pulmonary fibrosis,1980,Other labourers,60,42.15,142,109,183,43.39,138,106,178
133,Pneumothorax,10,Lawyers,0,0.09,0,0,4121,0.11,0,0,3301
133,Pneumothorax,20,Accountants and Financial Managers,0,0.33,0,0,1116,0.40,0,0,923
133,Pneumothorax,30,Personnel Managers etc,0,0.06,0,0,5723,0.07,0,0,5585
133,Pneumothorax,40,Economists & statisticians,0,0.05,0,0,7077,0.07,0,0,5268
133,Pneumothorax,50,Computer Programmers and Managers,0,0.44,0,0,834,0.51,0,0,724
133,Pneumothorax,60,Sales Managers etc.,1,0.55,181,5,1008,0.62,161,5,898
133,Pneumothorax,70,Government Inspectors,0,0.02,0,0,16737,0.03,0,0,12480
133,Pneumothorax,80,Government administrators,0,0.04,0,0,9673,0.05,0,0,7819
133,Pneumothorax,90,Other Administrators,0,0.56,0,0,655,0.68,0,0,543
133,Pneumothorax,100,Teachers in Higher Education,1,0.13,782,23,4354,0.16,622,19,3464
133,Pneumothorax,110,School Teachers,0,0.29,0,0,1294,0.33,0,0,1128
133,Pneumothorax,120,"Vocational Trainers, Social Scientists etc.",0,0.10,0,0,3731,0.11,0,0,3275
133,Pneumothorax,130,Welfare Workers,1,0.15,681,20,3794,0.17,582,17,3244
133,Pneumothorax,140,Clergy,0,0.04,0,0,9020,0.05,0,0,7712
133,Pneumothorax,150,Doctors,0,0.07,0,0,5555,0.08,0,0,4385
133,Pneumothorax,160,Dentists,0,0.01,0,0,27826,0.02,0,0,22057
133,Pneumothorax,170,Nurses,0,0.10,0,0,3777,0.11,0,0,3359
133,Pneumothorax,180,Pharmacists/Pharmacologists,0,0.02,0,0,21993,0.02,0,0,14784
133,Pneumothorax,190,Medical Radiographers,0,0.00,0,0,93770,0.00,0,0,80437
133,Pneumothorax,200,Physiotherapists,0,0.00,0,0,107559,0.00,0,0,94295
133,Pneumothorax,210,Other Health Professions,1,0.06,1540,46,8576,0.06,1649,49,9183
133,Pneumothorax,220,Veterinarians,0,0.00,0,0,98752,0.01,0,0,61343
133,Pneumothorax,230,Driving Instructors,0,0.05,0,0,7857,0.06,0,0,6515
133,Pneumothorax,240,Literary and Artistic Occupations,1,0.55,180,5,1004,0.52,193,6,1072
133,Pneumothorax,250,"Professional athletes, sports officials",0,0.05,0,0,7782,0.04,0,0,8210
133,Pneumothorax,260,Biological scientists,0,0.03,0,0,13502,0.04,0,0,9919
133,Pneumothorax,270,Chemical Engineers and Scientists,0,0.04,0,0,9907,0.05,0,0,7760
133,Pneumothorax,280,Physical Scientists & mathematicians,0,0.04,0,0,8481,0.06,0,0,6323
133,Pneumothorax,290,Electrical and Electronic Engineers (professional),0,0.01,0,0,25176,0.02,0,0,21057
133,Pneumothorax,300,Other Professional Engineers,0,0.31,0,0,1186,0.40,0,0,926
133,Pneumothorax,310,Draughtspersons,0,0.11,0,0,3463,0.07,0,0,5219
133,Pneumothorax,320,Laboratory Technicians,0,0.07,0,0,5155,0.07,0,0,4953
133,Pneumothorax,330,Architects and Surveyors,0,0.14,0,0,2637,0.19,0,0,1982
133,Pneumothorax,340,Aircraft Flight Deck Officers,0,0.01,0,0,29453,0.02,0,0,23248
133,Pneumothorax,350,Air Traffic Controllers,0,0.00,0,0,76281,0.00,0,0,76258
133,Pneumothorax,360,Seafarers,0,0.09,0,0,3920,0.11,0,0,3288
133,Pneumothorax,370,Other Technicians,0,0.20,0,0,1812,0.22,0,0,1703
133,Pneumothorax,380,Production and maintenance managers,2,0.30,664,80,2398,0.39,515,62,1859
133,Pneumothorax,390,Managers in Construction,0,0.14,0,0,2719,0.16,0,0,2258
133,Pneumothorax,400,"Managers in Transport, Mining and Energy Industries",0,0.24,0,0,1553,0.27,0,0,1348
133,Pneumothorax,410,General and office managers,0,0.19,0,0,1908,0.21,0,0,1767
133,Pneumothorax,420,Butchers,0,0.17,0,0,2155,0.13,0,0,2844
133,Pneumothorax,430,"Fishmongers, Poultry Dressers",0,0.02,0,0,17568,0.02,0,0,23695
133,Pneumothorax,440,Retailers and Dealers,1,0.69,146,4,812,0.89,112,3,623
133,Pneumothorax,450,Publicans and Bar staff,0,0.35,0,0,1049,0.36,0,0,1028
133,Pneumothorax,460,Caterers,0,0.21,0,0,1740,0.26,0,0,1447
133,Pneumothorax,471,Farming and fishing,0,0.78,0,0,475,0.82,0,0,453
133,Pneumothorax,480,Armed Forces,0,0.27,0,0,1361,0.22,0,0,1649
133,Pneumothorax,490,Police,0,0.31,0,0,1205,0.20,0,0,1815
133,Pneumothorax,500,Fire Service Personnel,0,0.09,0,0,3980,0.07,0,0,5624
133,Pneumothorax,510,"Launderers, Dry Cleaners, Pressers",0,0.03,0,0,13116,0.02,0,0,16532
133,Pneumothorax,520,Hairdressers,0,0.07,0,0,5477,0.06,0,0,6051
133,Pneumothorax,530,Office Workers and Cashiers,3,1.64,183,38,534,1.20,250,52,731
133,Pneumothorax,540,"Postal Workers, Mail Sorters",0,0.24,0,0,1535,0.33,0,0,1120
133,Pneumothorax,560,Roundsmen/women & Van Salespersons,0,0.06,0,0,5910,0.05,0,0,7339
133,Pneumothorax,570,Sales Representatives,1,0.35,283,8,1577,0.33,306,9,1705
133,Pneumothorax,580,Security Workers,0,0.51,0,0,724,0.59,0,0,621
133,Pneumothorax,590,Cooks,0,0.24,0,0,1551,0.37,0,0,989
133,Pneumothorax,600,Other Service Personnel,3,0.81,370,76,1082,0.74,407,84,1190
133,Pneumothorax,601,Call centre workers,0,0.02,0,0,17204,0.01,0,0,25122
133,Pneumothorax,610,Hospital Porters and Ward Orderlies,0,0.27,0,0,1360,0.35,0,0,1051
133,Pneumothorax,620,Ambulance Staff,0,0.06,0,0,5963,0.04,0,0,9296
133,Pneumothorax,631,Rail travel assistants,0,0.04,0,0,9719,0.03,0,0,14606
133,Pneumothorax,640,Undertakers,0,0.02,0,0,22766,0.02,0,0,17556
133,Pneumothorax,650,Forestry Workers,0,0.01,0,0,30538,0.02,0,0,23201
133,Pneumothorax,671,Leather and related trades,0,0.03,0,0,13941,0.02,0,0,16415
133,Pneumothorax,711,Weavers and knitters,0,0.03,0,0,13927,0.02,0,0,19360
133,Pneumothorax,740,Other Textile Processing Operatives,0,0.04,0,0,8304,0.03,0,0,11447
133,Pneumothorax,750,Chemical workers,0,0.09,0,0,3888,0.12,0,0,3115
133,Pneumothorax,760,Bakers,1,0.06,1544,46,8599,0.06,1756,53,9782
133,Pneumothorax,780,"Other Food, Drink & Tobacco Process Operatives n.e.c.",0,0.13,0,0,2810,0.17,0,0,2152
133,Pneumothorax,791,Paper and wood machine operatives,0,0.06,0,0,5929,0.08,0,0,4636
133,Pneumothorax,800,Bookbinders,0,0.03,0,0,13161,0.02,0,0,16983
133,Pneumothorax,821,Glass and ceramics workers,0,0.07,0,0,5347,0.07,0,0,5587
133,Pneumothorax,850,Rubber Manufacturers,0,0.02,0,0,23192,0.02,0,0,17243
133,Pneumothorax,881,Coal miners,0,0.26,0,0,1411,0.23,0,0,1608
133,Pneumothorax,930,Plastic goods makers,0,0.04,0,0,10252,0.05,0,0,7713
133,Pneumothorax,940,Compositors,0,0.01,0,0,36320,0.01,0,0,26675
133,Pneumothorax,960,Printing Machine Minders & Assistants,0,0.02,0,0,18252,0.03,0,0,14560
133,Pneumothorax,970,Printers,0,0.14,0,0,2678,0.14,0,0,2572
133,Pneumothorax,980,Tailors & Dressmakers,0,0.01,0,0,27287,0.02,0,0,21629
133,Pneumothorax,990,Clothing cutter,0,0.01,0,0,59192,0.01,0,0,44679
133,Pneumothorax,1000,Sewers & embroiderers,0,0.05,0,0,7089,0.04,0,0,10264
133,Pneumothorax,1010,Upholsterers,0,0.04,0,0,8849,0.04,0,0,10445
133,Pneumothorax,1020,Floorers and wall tilers,0,0.09,0,0,4155,0.08,0,0,4601
133,Pneumothorax,1030,Other workers with fabrics,0,0.01,0,0,44480,0.01,0,0,47552
133,Pneumothorax,1040,Carpenters & Joiners,1,0.58,173,5,966,0.63,158,5,878
133,Pneumothorax,1050,Cabinet Makers,0,0.08,0,0,4719,0.07,0,0,5560
133,Pneumothorax,1070,Pattern Makers (moulds),0,0.01,0,0,59232,0.01,0,0,54848
133,Pneumothorax,1140,Smiths & Forge Workers,0,0.02,0,0,19673,0.02,0,0,22751
133,Pneumothorax,1160,"Moulders, Core Makers, Die Casters",0,0.02,0,0,22455,0.02,0,0,19675
133,Pneumothorax,1170,Electroplater,0,0.01,0,0,36423,0.01,0,0,25325
133,Pneumothorax,1200,Other Metal Manufacturers,0,0.09,0,0,4202,0.08,0,0,4689
133,Pneumothorax,1211,Metal machining setters and setter-operators,0,0.08,0,0,4345,0.10,0,0,3654
133,Pneumothorax,1241,Metal working machine operatives,0,0.50,0,0,742,0.63,0,0,588
133,Pneumothorax,1290,"Tool Makers, Tool Fitters & Markers-Out",0,0.07,0,0,5508,0.08,0,0,4450
133,Pneumothorax,1300,Precision Instrument Makers & Repairers,0,0.04,0,0,8867,0.05,0,0,7664
133,Pneumothorax,1320,Production fitters,0,0.63,0,0,588,0.63,0,0,582
133,Pneumothorax,1330,"Motor Mechanics, Auto Engineers (including road patrol engineers)",0,0.39,0,0,948,0.39,0,0,957
133,Pneumothorax,1370,"Electricians, Electrical Maintenance Fitters",1,0.57,175,5,973,0.61,163,5,908
133,Pneumothorax,1390,Telephone Fitters,0,0.22,0,0,1711,0.13,0,0,2795
133,Pneumothorax,1400,"Cable Jointers, Lines Repairers",0,0.02,0,0,17782,0.02,0,0,19457
133,Pneumothorax,1410,"Radio, TV & Video Engineers",0,0.04,0,0,10149,0.04,0,0,10357
133,Pneumothorax,1420,Other Electrical/Electronic Trades n.e.c.,0,0.10,0,0,3543,0.08,0,0,4842
133,Pneumothorax,1430,Electrical Engineers (not professional),0,0.25,0,0,1465,0.16,0,0,2303
133,Pneumothorax,1440,"Plumbers, Heating & Ventilating Engineers & Related Trades",0,0.41,0,0,907,0.43,0,0,866
133,Pneumothorax,1450,Sheet Metal Workers,0,0.06,0,0,6435,0.07,0,0,5069
133,Pneumothorax,1460,"Metal Plate Workers, Shipwrights, Riveters",0,0.06,0,0,6581,0.04,0,0,8318
133,Pneumothorax,1470,Steel Erectors,0,0.03,0,0,11263,0.05,0,0,7905
133,Pneumothorax,1480,"Scaffolders, Stagers, Steeplejacks, Riggers",0,0.06,0,0,5809,0.10,0,0,3656
133,Pneumothorax,1490,Welding Trades,0,0.34,0,0,1081,0.25,0,0,1452
133,Pneumothorax,1510,Jewellery workers,0,0.02,0,0,22119,0.02,0,0,20915
133,Pneumothorax,1530,Coach & Vehicle Body Builders,1,0.07,1519,46,8458,0.06,1602,48,8923
133,Pneumothorax,1540,"Oilers, Greasers, Lubricators",0,0.16,0,0,2286,0.24,0,0,1548
133,Pneumothorax,1580,Coach Painters,0,0.02,0,0,23023,0.03,0,0,13542
133,Pneumothorax,1600,Painters & Decorators,0,0.48,0,0,772,0.57,0,0,653
133,Pneumothorax,1610,Assemblers/Lineworkers (electrical/electronic goods),0,0.02,0,0,15071,0.04,0,0,9473
133,Pneumothorax,1630,Assemblers/Lineworkers (vehicles & other metal goods),0,0.06,0,0,5749,0.09,0,0,4216
133,Pneumothorax,1640,"Packers, Sorters and Testers",0,0.27,0,0,1380,0.24,0,0,1538
133,Pneumothorax,1650,"Bricklayers, Masons",1,0.22,454,14,2526,0.24,419,13,2333
133,Pneumothorax,1670,Plasterers,0,0.13,0,0,2804,0.16,0,0,2282
133,Pneumothorax,1680,Roofers and Glaziers,0,0.22,0,0,1683,0.23,0,0,1631
133,Pneumothorax,1700,Rail Construction & Maintenance Workers,0,0.02,0,0,17687,0.02,0,0,17266
133,Pneumothorax,1710,Road Construction Workers and Paviors,0,0.07,0,0,5327,0.09,0,0,4157
133,Pneumothorax,1720,Sewage plant attendants,0,0.01,0,0,24774,0.02,0,0,20559
133,Pneumothorax,1740,Other Construction Workers,1,2.14,47,1,260,2.00,50,1,278
133,Pneumothorax,1760,Mine (excluding coal) & Quarry Workers,0,0.03,0,0,10832,0.03,0,0,11226
133,Pneumothorax,1781,Rail transport operatives,0,0.07,0,0,5640,0.07,0,0,5109
133,Pneumothorax,1800,Railway engine drivers,0,0.03,0,0,13104,0.03,0,0,11272
133,Pneumothorax,1820,Bus & Coach Drivers,0,0.40,0,0,927,0.30,0,0,1237
133,Pneumothorax,1830,Lorry drivers,3,1.90,158,33,462,1.42,211,44,616
133,Pneumothorax,1840,Other motor drivers,0,0.35,0,0,1049,0.40,0,0,917
133,Pneumothorax,1860,Mechanical Plant Drivers & Operatives (earth moving & civil engineering),0,0.15,0,0,2504,0.12,0,0,3161
133,Pneumothorax,1870,Crane Drivers,0,0.05,0,0,7625,0.06,0,0,6655
133,Pneumothorax,1880,Fork Lift & Mechanical Truck Drivers,0,0.16,0,0,2312,0.26,0,0,1442
133,Pneumothorax,1900,Storekeepers & warehousemen/women,1,0.83,121,4,673,0.64,157,5,874
133,Pneumothorax,1910,Dockers and Goods Porters,0,0.06,0,0,6564,0.05,0,0,7835
133,Pneumothorax,1920,Refuse & Salvage Collectors,0,0.14,0,0,2611,0.11,0,0,3459
133,Pneumothorax,1940,"Electrical, Energy, Boiler & Related Plant Operatives & Attendants",1,0.02,4397,132,24491,0.03,3892,117,21677
133,Pneumothorax,1950,Beauticians & related occupations,0,0.00,0,0,120788,0.01,0,0,54085
133,Pneumothorax,1960,Other crafts,0,0.06,0,0,5695,0.06,0,0,6512
133,Pneumothorax,1970,Other transport and machine operatives,0,0.04,0,0,8698,0.04,0,0,8611
133,Pneumothorax,1980,Other labourers,2,0.93,216,26,779,0.72,279,34,1008
134,Oesophageal disease,10,Lawyers,2,1.65,121,15,438,2.32,86,10,311
134,Oesophageal disease,20,Accountants and Financial Managers,8,6.42,125,54,245,8.06,99,43,196
134,Oesophageal disease,30,Personnel Managers etc,1,1.08,92,3,515,1.30,77,2,427
134,Oesophageal disease,40,Economists & statisticians,0,0.98,0,0,375,1.47,0,0,252
134,Oesophageal disease,50,Computer Programmers and Managers,7,7.79,90,36,185,10.67,66,26,135
134,Oesophageal disease,60,Sales Managers etc.,14,10.76,130,71,218,12.64,111,61,186
134,Oesophageal disease,70,Government Inspectors,0,0.61,0,0,602,0.62,0,0,596
134,Oesophageal disease,80,Government administrators,1,0.78,129,4,716,0.96,104,3,580
134,Oesophageal disease,90,Other Administrators,9,13.09,69,31,130,14.09,64,29,121
134,Oesophageal disease,100,Teachers in Higher Education,5,2.92,172,56,400,3.29,152,49,354
134,Oesophageal disease,110,School Teachers,6,6.73,89,33,194,6.65,90,33,196
134,Oesophageal disease,120,"Vocational Trainers, Social Scientists etc.",2,2.14,93,11,337,2.32,86,10,311
134,Oesophageal disease,130,Welfare Workers,5,3.48,144,47,336,3.57,140,45,327
134,Oesophageal disease,140,Clergy,1,0.64,156,5,871,0.96,105,3,582
134,Oesophageal disease,150,Doctors,2,1.14,176,21,636,1.72,116,14,419
134,Oesophageal disease,160,Dentists,0,0.24,0,0,1541,0.36,0,0,1039
134,Oesophageal disease,170,Nurses,0,2.37,0,0,156,2.30,0,0,160
134,Oesophageal disease,180,Pharmacists/Pharmacologists,0,0.34,0,0,1071,0.48,0,0,765
134,Oesophageal disease,190,Medical Radiographers,0,0.09,0,0,3957,0.09,0,0,3903
134,Oesophageal disease,200,Physiotherapists,0,0.08,0,0,4823,0.07,0,0,4927
134,Oesophageal disease,210,Other Health Professions,1,1.14,88,3,488,1.26,79,2,441
134,Oesophageal disease,220,Veterinarians,0,0.08,0,0,4657,0.12,0,0,3098
134,Oesophageal disease,230,Driving Instructors,0,1.12,0,0,331,1.16,0,0,317
134,Oesophageal disease,240,Literary and Artistic Occupations,15,10.59,142,79,234,10.48,143,80,236
134,Oesophageal disease,250,"Professional athletes, sports officials",2,0.90,222,27,800,0.81,247,30,890
134,Oesophageal disease,260,Biological scientists,0,0.50,0,0,731,0.77,0,0,481
134,Oesophageal disease,270,Chemical Engineers and Scientists,1,0.62,161,5,897,0.94,106,3,590
134,Oesophageal disease,280,Physical Scientists & mathematicians,0,0.75,0,0,491,1.16,0,0,317
134,Oesophageal disease,290,Electrical and Electronic Engineers (professional),0,0.24,0,0,1544,0.36,0,0,1035
134,Oesophageal disease,300,Other Professional Engineers,7,5.84,120,48,247,8.02,87,35,180
134,Oesophageal disease,310,Draughtspersons,2,1.32,151,18,545,1.41,142,17,511
134,Oesophageal disease,320,Laboratory Technicians,3,1.54,194,40,568,1.49,202,42,589
134,Oesophageal disease,330,Architects and Surveyors,5,2.82,177,58,414,3.78,132,43,309
134,Oesophageal disease,340,Aircraft Flight Deck Officers,0,0.23,0,0,1605,0.34,0,0,1080
134,Oesophageal disease,350,Air Traffic Controllers,1,0.09,1093,33,6090,0.09,1154,35,6429
134,Oesophageal disease,360,Seafarers,2,2.43,82,10,297,2.27,88,11,319
134,Oesophageal disease,370,Other Technicians,4,4.36,92,25,235,4.31,93,25,238
134,Oesophageal disease,380,Production and maintenance managers,4,5.60,71,19,183,8.00,50,14,128
134,Oesophageal disease,390,Managers in Construction,0,3.36,0,0,110,3.39,0,0,109
134,Oesophageal disease,400,"Managers in Transport, Mining and Energy Industries",3,5.51,54,11,159,5.57,54,11,157
134,Oesophageal disease,410,General and office managers,3,4.26,70,15,206,4.22,71,15,208
134,Oesophageal disease,420,Butchers,5,2.89,173,56,404,2.61,191,62,447
134,Oesophageal disease,430,"Fishmongers, Poultry Dressers",0,0.31,0,0,1181,0.29,0,0,1289
134,Oesophageal disease,440,Retailers and Dealers,16,17.69,90,52,147,17.69,90,52,147
134,Oesophageal disease,450,Publicans and Bar staff,7,7.04,99,40,205,7.01,100,40,206
134,Oesophageal disease,460,Caterers,7,5.29,132,53,273,4.96,141,57,291
134,Oesophageal disease,471,Farming and fishing,21,15.05,140,86,213,16.32,129,80,197
134,Oesophageal disease,480,Armed Forces,8,3.94,203,88,400,4.26,188,81,370
134,Oesophageal disease,490,Police,3,3.84,78,16,228,4.18,72,15,210
134,Oesophageal disease,500,Fire Service Personnel,0,1.27,0,0,291,1.33,0,0,278
134,Oesophageal disease,510,"Launderers, Dry Cleaners, Pressers",0,0.50,0,0,739,0.44,0,0,836
134,Oesophageal disease,520,Hairdressers,1,1.25,80,2,444,1.24,81,2,451
134,Oesophageal disease,530,Office Workers and Cashiers,21,22.97,91,57,140,23.72,89,55,135
134,Oesophageal disease,540,"Postal Workers, Mail Sorters",8,7.64,105,45,206,6.74,119,51,234
134,Oesophageal disease,560,Roundsmen/women & Van Salespersons,1,1.11,90,3,502,0.98,102,3,566
134,Oesophageal disease,570,Sales Representatives,10,6.61,151,73,278,6.24,160,77,295
134,Oesophageal disease,580,Security Workers,11,13.40,82,41,147,12.05,91,46,163
134,Oesophageal disease,590,Cooks,8,8.19,98,42,192,7.51,106,46,210
134,Oesophageal disease,600,Other Service Personnel,17,15.94,107,62,171,14.55,117,68,187
134,Oesophageal disease,601,Call centre workers,0,0.25,0,0,1453,0.24,0,0,1527
134,Oesophageal disease,610,Hospital Porters and Ward Orderlies,11,8.39,131,65,235,7.36,149,75,267
134,Oesophageal disease,620,Ambulance Staff,0,0.78,0,0,475,0.81,0,0,453
134,Oesophageal disease,631,Rail travel assistants,0,0.48,0,0,766,0.51,0,0,717
134,Oesophageal disease,640,Undertakers,0,0.45,0,0,827,0.42,0,0,871
134,Oesophageal disease,650,Forestry Workers,0,0.33,0,0,1104,0.32,0,0,1136
134,Oesophageal disease,671,Leather and related trades,0,0.55,0,0,676,0.47,0,0,777
134,Oesophageal disease,711,Weavers and knitters,0,0.45,0,0,825,0.39,0,0,955
134,Oesophageal disease,740,Other Textile Processing Operatives,1,0.76,132,4,735,0.65,154,5,857
134,Oesophageal disease,750,Chemical workers,3,2.09,144,30,420,2.36,127,26,372
134,Oesophageal disease,760,Bakers,1,0.95,105,3,586,1.15,87,3,485
134,Oesophageal disease,780,"Other Food, Drink & Tobacco Process Operatives n.e.c.",9,3.82,236,108,448,3.44,262,120,496
134,Oesophageal disease,791,Paper and wood machine operatives,1,1.80,55,2,309,1.61,62,2,347
134,Oesophageal disease,800,Bookbinders,1,0.51,197,6,1098,0.44,228,7,1272
134,Oesophageal disease,821,Glass and ceramics workers,1,1.46,69,2,382,1.31,76,2,425
134,Oesophageal disease,850,Rubber Manufacturers,0,0.47,0,0,792,0.41,0,0,907
134,Oesophageal disease,881,Coal miners,6,5.43,111,41,241,4.41,136,50,296
134,Oesophageal disease,930,Plastic goods makers,0,1.05,0,0,350,0.96,0,0,384
134,Oesophageal disease,940,Compositors,0,0.24,0,0,1516,0.28,0,0,1315
134,Oesophageal disease,960,Printing Machine Minders & Assistants,0,0.56,0,0,663,0.49,0,0,754
134,Oesophageal disease,970,Printers,4,2.45,163,44,418,2.89,139,38,355
134,Oesophageal disease,980,Tailors & Dressmakers,0,0.37,0,0,993,0.34,0,0,1094
134,Oesophageal disease,990,Clothing cutter,0,0.19,0,0,1903,0.17,0,0,2112
134,Oesophageal disease,1000,Sewers & embroiderers,2,0.81,248,30,896,0.68,293,35,1059
134,Oesophageal disease,1010,Upholsterers,1,0.80,125,4,696,0.73,137,4,762
134,Oesophageal disease,1020,Floorers and wall tilers,1,1.68,60,2,332,1.62,62,2,343
134,Oesophageal disease,1030,Other workers with fabrics,1,0.16,622,19,3462,0.15,652,20,3632
134,Oesophageal disease,1040,Carpenters & Joiners,12,12.73,94,49,165,12.76,94,49,164
134,Oesophageal disease,1050,Cabinet Makers,1,1.39,72,2,400,1.29,77,2,431
134,Oesophageal disease,1070,Pattern Makers (moulds),0,0.11,0,0,3276,0.13,0,0,2759
134,Oesophageal disease,1140,Smiths & Forge Workers,0,0.36,0,0,1024,0.32,0,0,1154
134,Oesophageal disease,1160,"Moulders, Core Makers, Die Casters",0,0.40,0,0,930,0.36,0,0,1025
134,Oesophageal disease,1170,Electroplater,0,0.33,0,0,1118,0.29,0,0,1262
134,Oesophageal disease,1200,Other Metal Manufacturers,3,1.87,160,33,469,1.61,187,39,546
134,Oesophageal disease,1211,Metal machining setters and setter-operators,6,2.26,266,97,578,2.03,295,108,642
134,Oesophageal disease,1241,Metal working machine operatives,13,13.83,94,50,161,12.61,103,55,176
134,Oesophageal disease,1290,"Tool Makers, Tool Fitters & Markers-Out",1,1.41,71,2,395,1.65,61,2,337
134,Oesophageal disease,1300,Precision Instrument Makers & Repairers,0,0.84,0,0,439,0.98,0,0,377
134,Oesophageal disease,1320,Production fitters,10,10.72,93,45,172,12.50,80,38,147
134,Oesophageal disease,1330,"Motor Mechanics, Auto Engineers (including road patrol engineers)",3,6.70,45,9,131,7.75,39,8,113
134,Oesophageal disease,1370,"Electricians, Electrical Maintenance Fitters",10,10.41,96,46,177,12.20,82,39,151
134,Oesophageal disease,1390,Telephone Fitters,1,2.49,40,1,224,2.65,38,1,210
134,Oesophageal disease,1400,"Cable Jointers, Lines Repairers",0,0.32,0,0,1162,0.38,0,0,968
134,Oesophageal disease,1410,"Radio, TV & Video Engineers",1,0.58,171,5,954,0.69,146,4,811
134,Oesophageal disease,1420,Other Electrical/Electronic Trades n.e.c.,2,1.45,138,17,498,1.51,133,16,478
134,Oesophageal disease,1430,Electrical Engineers (not professional),2,3.08,65,8,234,3.29,61,7,219
134,Oesophageal disease,1440,"Plumbers, Heating & Ventilating Engineers & Related Trades",9,7.62,118,54,224,8.50,106,48,201
134,Oesophageal disease,1450,Sheet Metal Workers,3,1.62,185,38,541,1.46,206,42,601
134,Oesophageal disease,1460,"Metal Plate Workers, Shipwrights, Riveters",1,1.02,98,3,547,0.86,116,3,646
134,Oesophageal disease,1470,Steel Erectors,0,0.98,0,0,375,0.89,0,0,413
